type,consumer_path,consumer_file
sdfMotionCutChunk_t,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpplibsdf_H/sdfMotionCutDef_t.cs,sdfMotionCutDef_t.cs
sdfMotionCutChunk_t,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpplibsdf_H/sdfMotionNode_t.cs,sdfMotionNode_t.cs
sdfMotionCutDef_t,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/fldFileResolver.cs,fldFileResolver.cs
sdfMotionCutDef_t,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpplibsdf_H/sdfMotionPlayBook_t.cs,sdfMotionPlayBook_t.cs
sdfMotionNodeDef_t,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/fldFileResolver.cs,fldFileResolver.cs
sdfMotionNodeDef_t,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpplibsdf_H/sdfMotionPlayBook_t.cs,sdfMotionPlayBook_t.cs
sdfMotionPlayBook_t,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/dds3ModelBasic.cs,dds3ModelBasic.cs
sdfMotionPlayBook_t,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/fldFileResolver.cs,fldFileResolver.cs
sdfMotionPlayBook_t,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/sdfMotion.cs,sdfMotion.cs
sdfMotionPlayBook_t,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cppbasic_H/dds3ModelBasicWorkData_t.cs,dds3ModelBasicWorkData_t.cs
sdfMotionPlayBook_t,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpplibsdf_H/sdfMotionCtrlr_t.cs,sdfMotionCtrlr_t.cs
sdfMotionPlayBook_t,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cppmodel_H/dds3ModelResrcPlayBook_t.cs,dds3ModelResrcPlayBook_t.cs
